id,data_lotu,numer_lotu,linia_lotnicza,kierunek,czas_planowany,czas_rzeczywisty,status,ostatnia_aktualizacja
2719,2026-04-29,FR 7932,FR,PIZA (PSA),2026-04-29 08:30:00,2026-04-29 08:36:00,Wystartował 08:36,2026-04-30 18:00:10
2720,2026-04-29,FR 4046,FR,NEAPOL (NAP),2026-04-29 08:50:00,2026-04-29 08:58:00,Wystartował 08:58,2026-04-30 18:00:10
2721,2026-04-29,W6 2420,W6,BUDAPESZT (BUD),2026-04-29 08:50:00,2026-04-29 08:55:00,Wystartował 08:55,2026-04-30 18:00:10
2722,2026-04-29,AY 1162,AY,HELSINKI (HEL),2026-04-29 08:55:00,2026-04-29 09:00:00,Wystartował 09:00,2026-04-30 18:00:10
2723,2026-04-29,FR 2174,FR,MEMMINGEN (FMM),2026-04-29 09:05:00,2026-04-29 09:16:00,Wystartował 09:16,2026-04-30 18:00:10
2724,2026-04-29,LX 1371,LX,ZURYCH (ZRH),2026-04-29 09:30:00,2026-04-29 10:36:00,Wystartował 10:36,2026-04-30 18:00:10
2725,2026-04-29,TK 1272,TK,STAMBUŁ (IST),2026-04-29 09:30:00,2026-04-29 09:41:00,Wystartował 09:41,2026-04-30 18:00:10
2726,2026-04-29,FR 1466,FR,BIRMINGHAM (BHX),2026-04-29 09:40:00,2026-04-29 09:46:00,Wystartował 09:46,2026-04-30 18:00:10
2727,2026-04-29,FR 2342,FR,LEEDS BRADFORD (LBA),2026-04-29 09:50:00,2026-04-29 09:56:00,Wystartował 09:56,2026-04-30 18:00:10
2728,2026-04-29,FR 9949,FR,TULUZA (TLS),2026-04-29 09:50:00,2026-04-29 10:01:00,Wystartował 10:01,2026-04-30 18:00:10
2729,2026-04-29,FH 754,FH,ANTALIA (AYT),2026-04-29 09:55:00,2026-04-29 10:08:00,Wystartował 10:08,2026-04-30 18:00:10
2730,2026-04-29,DY 1029,DY,BERGEN (BGO),2026-04-29 10:00:00,2026-04-29 09:54:00,Wystartował 09:54,2026-04-30 18:00:10
2731,2026-04-29,SK 1736,SK,KOPENHAGA (CPH),2026-04-29 10:05:00,2026-04-29 10:05:00,Wystartował 10:05,2026-04-30 18:00:10
2732,2026-04-29,FR 1902,FR,DUBLIN (DUB),2026-04-29 10:10:00,2026-04-29 10:19:00,Wystartował 10:19,2026-04-30 18:00:10
2733,2026-04-29,FR 5145,FR,LAMEZIA TERME (SUF),2026-04-29 10:15:00,2026-04-29 10:13:00,Wystartował 10:13,2026-04-30 18:00:10
2734,2026-04-29,W6 2091,W6,LYON (LYS),2026-04-29 10:25:00,2026-04-29 10:32:00,Wystartował 10:32,2026-04-30 18:00:10
2735,2026-04-29,FR 4935,FR,BRUKSELA CHARLEROI (CRL),2026-04-29 10:30:00,2026-04-29 10:48:00,Wystartował 10:48,2026-04-30 18:00:10
2736,2026-04-29,FR 2149,FR,MANCHESTER (MAN),2026-04-29 10:40:00,2026-04-29 10:54:00,Wystartował 10:54,2026-04-30 18:00:10
2737,2026-04-29,FR 4512,FR,PALMA DE MALLORCA (PMI),2026-04-29 10:45:00,2026-04-29 10:58:00,Wystartował 10:58,2026-04-30 18:00:10
2738,2026-04-29,FR 8975,FR,SOFIA (SOF),2026-04-29 11:10:00,2026-04-29 11:32:00,Wystartował 11:32,2026-04-30 18:00:10
2739,2026-04-29,LH 1363,LH,FRANKFURT (FRA),2026-04-29 11:10:00,2026-04-29 11:11:00,Wystartował 11:11,2026-04-30 18:00:10
2740,2026-04-29,FR 2611,FR,ATENY (ATH),2026-04-29 11:15:00,2026-04-29 11:28:00,Wystartował 11:28,2026-04-30 18:00:10
2741,2026-04-29,FR 3037,FR,WENECJA TREVISO (TSF),2026-04-29 11:15:00,2026-04-29 11:24:00,Wystartował 11:24,2026-04-30 18:00:10
2742,2026-04-29,FR 2777,FR,SALONIKI (SKG),2026-04-29 11:25:00,2026-04-29 11:41:00,Wystartował 11:41,2026-04-30 18:00:10
2743,2026-04-29,FR 6355,FR,ALICANTE (ALC),2026-04-29 11:35:00,2026-04-29 11:58:00,Wystartował 11:58,2026-04-30 18:00:10
2744,2026-04-29,KL 1324,KL,AMSTERDAM (AMS),2026-04-29 11:50:00,2026-04-29 12:02:00,Wystartował 12:02,2026-04-30 18:00:10
2745,2026-04-29,LO 3908,LO,WARSZAWA (WAW),2026-04-29 12:15:00,2026-04-29 12:33:00,Wystartował 12:33,2026-04-30 18:00:10
2746,2026-04-29,DY 1041,DY,OSLO GARDERMOEN (OSL),2026-04-29 12:25:00,2026-04-29 12:41:00,Wystartował 12:41,2026-04-30 18:00:10
2747,2026-04-29,FR 2839,FR,FARO (FAO),2026-04-29 12:25:00,2026-04-29 12:29:00,Wystartował 12:29,2026-04-30 18:00:10
2748,2026-04-29,AY 1166,AY,HELSINKI (HEL),2026-04-29 12:30:00,2026-04-29 12:34:00,Wystartował 12:34,2026-04-30 18:00:10
2749,2026-04-29,FR 2726,FR,CATANIA (CTA),2026-04-29 12:30:00,2026-04-29 12:50:00,Wystartował 12:50,2026-04-30 18:00:10
2750,2026-04-29,W6 9043,W6,MARSA ALAM (RMF),2026-04-29 12:30:00,2026-04-29 12:56:00,Wystartował 12:56,2026-04-30 18:00:10
2751,2026-04-29,W6 2033,W6,OSLO GARDERMOEN (OSL),2026-04-29 12:35:00,2026-04-29 12:48:00,Wystartował 12:48,2026-04-30 18:00:10
2752,2026-04-29,W6 4454,W6,SOFIA (SOF),2026-04-29 12:45:00,2026-04-29 13:28:00,Wystartował 13:28,2026-04-30 18:00:10
2753,2026-04-29,LH 1365,LH,FRANKFURT (FRA),2026-04-29 12:50:00,2026-04-29 12:54:00,Wystartował 12:54,2026-04-30 18:00:10
2754,2026-04-29,FR 6782,FR,TRIEST (TRS),2026-04-29 12:55:00,2026-04-29 12:57:00,Wystartował 12:57,2026-04-30 18:00:10
2755,2026-04-29,LH 1623,LH,MONACHIUM (MUC),2026-04-29 13:25:00,2026-04-29 13:37:00,Wystartował 13:37,2026-04-30 18:00:10
2756,2026-04-29,FR 4627,FR,SZTOKHOLM ARLANDA (ARN),2026-04-29 13:30:00,2026-04-29 13:39:00,Wystartował 13:39,2026-04-30 18:00:10
2757,2026-04-29,W6 2043,W6,STAVANGER (SVG),2026-04-29 13:30:00,2026-04-29 13:49:00,Wystartował 13:49,2026-04-30 18:00:10
2758,2026-04-29,W6 5178,W6,TIRANA (TIA),2026-04-29 13:40:00,2026-04-29 13:52:00,Wystartował 13:52,2026-04-30 18:00:10
2759,2026-04-29,LO 3920,LO,WARSZAWA (WAW),2026-04-29 13:45:00,2026-04-29 14:13:00,Wystartował 14:13,2026-04-30 18:00:10
2760,2026-04-29,FR 5518,FR,BRISTOL (BRS),2026-04-29 13:50:00,2026-04-29 14:00:00,Wystartował 14:00,2026-04-30 18:00:10
2761,2026-04-29,FR 7040,FR,RODOS (RHO),2026-04-29 13:50:00,2026-04-29 14:06:00,Wystartował 14:06,2026-04-30 18:00:10
2762,2026-04-29,FR 6230,FR,SZCZECIN (SZZ),2026-04-29 13:55:00,2026-04-29 14:04:00,Wystartował 14:04,2026-04-30 18:00:10
2763,2026-04-29,EW 9733,EW,DUSSELDORF (DUS),2026-04-29 14:00:00,2026-04-29 14:08:00,Wystartował 14:08,2026-04-30 18:00:10
2764,2026-04-29,KL 1326,KL,AMSTERDAM (AMS),2026-04-29 14:05:00,2026-04-29 14:29:00,Wystartował 14:29,2026-04-30 18:00:10
2765,2026-04-29,LH 1367,LH,FRANKFURT (FRA),2026-04-29 14:10:00,2026-04-29 14:31:00,Wystartował 14:31,2026-04-30 18:00:10
2766,2026-04-29,AF 1879,AF,PARYŻ (CDG),2026-04-29 14:15:00,2026-04-29 14:56:00,Wystartował 14:56,2026-04-30 18:00:10
2767,2026-04-29,EJU 4670,EJU,PARYŻ (CDG),2026-04-29 14:25:00,2026-04-29 14:47:00,Wystartował 14:47,2026-04-30 18:00:10
2768,2026-04-29,EZY 3314,EZY,EDYNBURG (EDI),2026-04-29 14:30:00,2026-04-29 14:38:00,Wystartował 14:38,2026-04-30 18:00:10
2769,2026-04-29,OS 680,OS,WIEDEŃ (VIE),2026-04-29 14:50:00,2026-04-29 14:54:00,Wystartował 14:54,2026-04-30 18:00:10
2770,2026-04-29,FR 2333,FR,LEEDS BRADFORD (LBA),2026-04-29 14:55:00,2026-04-29 15:01:00,Wystartował 15:01,2026-04-30 18:00:10
2771,2026-04-29,LO 3906,LO,WARSZAWA (WAW),2026-04-29 14:55:00,2026-04-29 15:13:00,Wystartował 15:13,2026-04-30 18:00:10
2772,2026-04-29,FR 2433,FR,LONDYN STANSTED (STN),2026-04-29 15:25:00,2026-04-29 15:31:00,Wystartował 15:31,2026-04-30 18:00:10
2773,2026-04-29,FR 2589,FR,MALAGA (AGP),2026-04-29 15:45:00,2026-04-29 15:51:00,Wystartował 15:51,2026-04-30 18:00:10
2774,2026-04-29,FR 8208,FR,PARYŻ BEAUVAIS (BVA),2026-04-29 15:50:00,2026-04-29 15:53:00,Wystartował 15:53,2026-04-30 18:00:10
2775,2026-04-29,FR 7933,FR,PODGORICA (TGD),2026-04-29 15:55:00,2026-04-29 16:04:00,Wystartował 16:04,2026-04-30 18:00:10
2776,2026-04-29,FR 4636,FR,SZTOKHOLM ARLANDA (ARN),2026-04-29 16:10:00,2026-04-29 16:12:00,Wystartował 16:12,2026-04-30 18:00:10
2777,2026-04-29,W6 2051,W6,LARNAKA  (LCA),2026-04-29 16:20:00,2026-04-29 16:34:00,Wystartował 16:34,2026-04-30 18:00:10
2778,2026-04-29,W6 2095,W6,BARCELONA (BCN),2026-04-29 16:30:00,2026-04-29 16:39:00,Wystartował 16:39,2026-04-30 18:00:10
2779,2026-04-29,FR 7259,FR,MANCHESTER (MAN),2026-04-29 16:40:00,2026-04-29 17:00:00,Wystartował 17:00,2026-04-30 18:00:10
2780,2026-04-29,EN 8343,EN,MONACHIUM (MUC),2026-04-29 16:45:00,2026-04-29 16:54:00,Wystartował 16:54,2026-04-30 18:00:10
2781,2026-04-29,FR 3051,FR,CHANIA (CHQ),2026-04-29 16:45:00,2026-04-29 16:47:00,Wystartował 16:47,2026-04-30 18:00:10
2782,2026-04-29,FR 042,FR,EINDHOVEN (EIN),2026-04-29 16:50:00,2026-04-29 16:56:00,Wystartował 16:56,2026-04-30 18:00:10
2783,2026-04-29,FR 4010,FR,GÖTEBORG LANDVETTER (GOT),2026-04-29 16:50:00,2026-04-29 16:51:00,Wystartował 16:51,2026-04-30 18:00:10
2784,2026-04-29,LO 2151,LO,PARYŻ ORLY (ORY),2026-04-29 17:10:00,2026-04-29 17:21:00,Wystartował 17:21,2026-04-30 18:00:10
2785,2026-04-29,FR 4070,FR,PRAGA (PRG),2026-04-29 17:20:00,2026-04-29 17:26:00,Wystartował 17:26,2026-04-30 18:00:10
2786,2026-04-29,FR 7115,FR,MALTA (MLA),2026-04-29 17:25:00,2026-04-29 17:38:00,Wystartował 17:38,2026-04-30 18:00:10
2787,2026-04-29,FR 6310,FR,OSLO TORP (TRF),2026-04-29 17:30:00,2026-04-29 17:31:00,Wystartował 17:31,2026-04-30 18:00:10
2788,2026-04-29,FR 8344,FR,MADRYT (MAD),2026-04-29 17:35:00,2026-04-29 17:52:00,Wystartował 17:52,2026-04-30 18:00:10
2789,2026-04-29,FR 5757,FR,BIRMINGHAM (BHX),2026-04-29 17:55:00,2026-04-29 17:55:00,Wystartował 17:55,2026-04-30 18:00:10
2790,2026-04-29,KL 1328,KL,AMSTERDAM (AMS),2026-04-29 17:55:00,2026-04-29 18:06:00,Wystartował 18:06,2026-04-30 18:00:10
2791,2026-04-29,FR 1469,FR,RZYM CIAMPINO (CIA),2026-04-29 18:10:00,2026-04-29 18:37:00,Wystartował 18:37,2026-04-30 18:00:10
2792,2026-04-29,SN 2548,SN,BRUKSELA (BRU),2026-04-29 18:10:00,2026-04-29 18:29:00,Wystartował 18:29,2026-04-30 18:00:10
2793,2026-04-29,LO 3924,LO,WARSZAWA (WAW),2026-04-29 18:25:00,2026-04-29 18:33:00,Wystartował 18:33,2026-04-30 18:00:10
2794,2026-04-29,W6 2061,W6,RZYM FIUMICINO (FCO),2026-04-29 18:40:00,2026-04-29 18:44:00,Wystartował 18:44,2026-04-30 18:00:10
2795,2026-04-29,W6 2067,W6,MEDIOLAN MALPENSA (MXP),2026-04-29 18:40:00,2026-04-29 18:58:00,Wystartował 18:58,2026-04-30 18:00:10
2796,2026-04-29,FR 8200,FR,ABERDEEN (ABZ),2026-04-29 18:45:00,2026-04-29 18:48:00,Wystartował 18:48,2026-04-30 18:00:10
2797,2026-04-29,AY 1164,AY,HELSINKI (HEL),2026-04-29 18:55:00,2026-04-29 19:02:00,Wystartował 19:02,2026-04-30 18:00:10
2798,2026-04-29,KL 1330,KL,AMSTERDAM (AMS),2026-04-29 19:00:00,2026-04-29 19:04:00,Wystartował 19:04,2026-04-30 18:00:10
2799,2026-04-29,LH 1369,LH,FRANKFURT (FRA),2026-04-29 19:00:00,2026-04-29 19:31:00,Wystartował 19:31,2026-04-30 18:00:10
2800,2026-04-29,W6 2045,W6,TALLINN (TLL),2026-04-29 19:20:00,2026-04-29 19:33:00,Wystartował 19:33,2026-04-30 18:00:10
2801,2026-04-29,LX 1375,LX,ZURYCH (ZRH),2026-04-29 19:30:00,2026-04-29 19:43:00,Wystartował 19:43,2026-04-30 18:00:10
2802,2026-04-29,FR 7554,FR,TIRANA (TIA),2026-04-29 19:50:00,2026-04-29 20:03:00,Wystartował 20:03,2026-04-30 18:00:10
2803,2026-04-29,BA 873,BA,LONDYN HEATHROW (LHR),2026-04-29 19:55:00,2026-04-29 20:15:00,Wystartował 20:15,2026-04-30 18:00:10
2804,2026-04-29,FR 6734,FR,OLBIA (OLB),2026-04-29 20:05:00,2026-04-29 20:11:00,Wystartował 20:11,2026-04-30 18:00:10
2805,2026-04-29,SK 1800,SK,KOPENHAGA (CPH),2026-04-29 20:10:00,2026-04-29 20:21:00,Wystartował 20:21,2026-04-30 18:00:10
2806,2026-04-29,FR 4490,FR,ANKONA (AOI),2026-04-29 20:15:00,2026-04-29 20:29:00,Wystartował 20:29,2026-04-30 18:00:10
2807,2026-04-29,FR 6982,FR,KORFU (CFU),2026-04-29 20:25:00,2026-04-29 20:31:00,Wystartował 20:31,2026-04-30 18:00:10
2808,2026-04-29,FR 8304,FR,DUBROWNIK (DBV),2026-04-29 20:55:00,2026-04-29 20:53:00,Wystartował 20:53,2026-04-30 18:00:10
2809,2026-04-29,FR 9541,FR,BUKARESZT BANEASA (BBU),2026-04-29 20:55:00,2026-04-29 20:57:00,Wystartował 20:57,2026-04-30 18:00:10
2810,2026-04-29,FR 8064,FR,BOLONIA (BLQ),2026-04-29 21:05:00,2026-04-29 21:09:00,Wystartował 21:09,2026-04-30 18:00:10
2811,2026-04-29,FR 946,FR,WIEDEŃ (VIE),2026-04-29 21:05:00,2026-04-29 21:17:00,Wystartował 21:17,2026-04-30 18:00:10
2812,2026-04-29,DY 1043,DY,OSLO GARDERMOEN (OSL),2026-04-29 21:30:00,2026-04-29 21:37:00,Wystartował 21:37,2026-04-30 18:00:10
2813,2026-04-29,ENT 7943,ENT,ANTALIA (AYT),2026-04-29 21:30:00,2026-04-29 21:45:00,Wystartował 21:45,2026-04-30 18:00:10
2814,2026-04-29,FR 7273,FR,ZADAR (ZAD),2026-04-29 21:30:00,2026-04-29 21:52:00,Wystartował 21:52,2026-04-30 18:00:10
2815,2026-04-29,EZY 8822,EZY,LONDYN GATWICK (LGW),2026-04-29 21:40:00,2026-04-29 21:47:00,Wystartował 21:47,2026-04-30 18:00:10
2816,2026-04-29,LY 5120,LY,TEL AVIV (TLV),2026-04-29 22:10:00,2026-04-29 22:50:00,Wystartował 22:50,2026-04-30 18:00:10
2817,2026-04-29,FR 1812,FR,LONDYN LUTON (LTN),2026-04-29 22:15:00,2026-04-29 22:34:00,Wystartował 22:34,2026-04-30 18:00:10
2818,2026-04-29,FR 7141,FR,MALTA (MLA),2026-04-29 22:15:00,2026-04-29 22:18:00,Wystartował 22:18,2026-04-30 18:00:10
2819,2026-04-29,FR 3036,FR,BARCELONA (BCN),2026-04-29 22:20:00,2026-04-29 22:41:00,Wystartował 22:41,2026-04-30 18:00:10
2820,2026-04-29,FR 2435,FR,LONDYN STANSTED (STN),2026-04-29 22:25:00,2026-04-29 22:31:00,Wystartował 22:31,2026-04-30 18:00:10
2821,2026-04-29,FR 3505,FR,MEDIOLAN BERGAMO (BGY),2026-04-29 22:35:00,2026-04-29 22:39:00,Wystartował 22:39,2026-04-30 18:00:10
2822,2026-04-29,FR 6625,FR,EDYNBURG (EDI),2026-04-29 23:05:00,2026-04-29 23:55:00,Wystartował 23:55,2026-04-30 18:00:10
2823,2026-04-29,FR 1941,FR,EAST MIDLANDS (EMA),2026-04-29 23:25:00,2026-04-29 23:50:00,Wystartował 23:50,2026-04-30 18:00:10
2824,2026-04-29,FR 2763,FR,KOPENHAGA (CPH),2026-04-29 23:35:00,2026-04-29 23:39:00,Wystartował 23:39,2026-04-30 18:00:10
2825,2026-05-01,W6 2035,W6,BERGEN (BGO),2026-05-01 05:30:00,2026-05-01 05:32:00,Wystartował 05:32,2026-05-02 19:55:57
2826,2026-05-01,W6 2051,W6,LARNAKA  (LCA),2026-05-01 05:30:00,2026-05-01 05:41:00,Wystartował 05:41,2026-05-02 19:55:57
2827,2026-05-01,LO 3910,LO,WARSZAWA (WAW),2026-05-01 05:40:00,2026-05-01 05:50:00,Wystartował 05:50,2026-05-02 19:55:57
2828,2026-05-01,FR 9541,FR,BUKARESZT BANEASA (BBU),2026-05-01 05:45:00,2026-05-01 05:53:00,Wystartował 05:53,2026-05-02 19:55:57
2829,2026-05-01,FR 2722,FR,BARI (BRI),2026-05-01 05:50:00,2026-05-01 06:00:00,Wystartował 06:00,2026-05-02 19:55:57
2830,2026-05-01,FR 6359,FR,LIVERPOOL (LPL),2026-05-01 05:50:00,2026-05-01 05:55:00,Wystartował 05:55,2026-05-02 19:55:57
2831,2026-05-01,FR 3435,FR,PARYŻ BEAUVAIS (BVA),2026-05-01 06:00:00,2026-05-01 05:57:00,Wystartował 05:57,2026-05-02 19:55:57
2832,2026-05-01,LH 1627,LH,MONACHIUM (MUC),2026-05-01 06:00:00,2026-05-01 06:02:00,Wystartował 06:02,2026-05-02 19:55:57
2833,2026-05-01,W6 2007,W6,LONDYN GATWICK (LGW),2026-05-01 06:00:00,2026-05-01 06:06:00,Wystartował 06:06,2026-05-02 19:55:57
2834,2026-05-01,W6 2047,W6,BARCELONA (BCN),2026-05-01 06:00:00,2026-05-01 06:10:00,Wystartował 06:10,2026-05-02 19:55:57
2835,2026-05-01,LH 1371,LH,FRANKFURT (FRA),2026-05-01 06:10:00,2026-05-01 06:18:00,Wystartował 06:18,2026-05-02 19:55:57
2836,2026-05-01,FR 4426,FR,CAGLIARI (CAG),2026-05-01 06:15:00,2026-05-01 06:12:00,Wystartował 06:12,2026-05-02 19:55:57
2837,2026-05-01,FR 4462,FR,MEDIOLAN MALPENSA (MXP),2026-05-01 06:30:00,2026-05-01 06:33:00,Wystartował 06:33,2026-05-02 19:55:57
2838,2026-05-01,KL 1322,KL,AMSTERDAM (AMS),2026-05-01 06:30:00,2026-05-01 06:41:00,Wystartował 06:41,2026-05-02 19:55:57
2839,2026-05-01,W6 2039,W6,WILNO (VNO),2026-05-01 06:30:00,2026-05-01 06:31:00,Wystartował 06:31,2026-05-02 19:55:57
2840,2026-05-01,FR 3051,FR,CHANIA (CHQ),2026-05-01 07:00:00,2026-05-01 07:09:00,Wystartował 07:09,2026-05-02 19:55:57
2841,2026-05-01,FR 6629,FR,EDYNBURG (EDI),2026-05-01 07:00:00,2026-05-01 07:14:00,Wystartował 07:14,2026-05-02 19:55:57
2842,2026-05-01,FR 7940,FR,PIZA (PSA),2026-05-01 07:05:00,2026-05-01 07:07:00,Wystartował 07:07,2026-05-02 19:55:57
2843,2026-05-01,FR 2363,FR,LONDYN STANSTED (STN),2026-05-01 07:10:00,2026-05-01 07:12:00,Wystartował 07:12,2026-05-02 19:55:57
2844,2026-05-01,FR 6355,FR,ALICANTE (ALC),2026-05-01 07:20:00,2026-05-01 07:28:00,Wystartował 07:28,2026-05-02 19:55:57
2845,2026-05-01,FR 5518,FR,BRISTOL (BRS),2026-05-01 07:40:00,2026-05-01 07:45:00,Wystartował 07:45,2026-05-02 19:55:57
2846,2026-05-01,FR 8975,FR,SOFIA (SOF),2026-05-01 07:40:00,2026-05-01 07:36:00,Wystartował 07:36,2026-05-02 19:55:57
2847,2026-05-01,LO 2161,LO,MADRYT (MAD),2026-05-01 07:45:00,2026-05-01 07:57:00,Wystartował 07:57,2026-05-02 19:55:57
2848,2026-05-01,FR 2655,FR,TENERIFE SOUTH (TFS),2026-05-01 08:05:00,2026-05-01 08:15:00,Wystartował 08:15,2026-05-02 19:55:57
2849,2026-05-01,FR 6216,FR,OSLO TORP (TRF),2026-05-01 08:10:00,2026-05-01 08:17:00,Wystartował 08:17,2026-05-02 19:55:57
2850,2026-05-01,FR 6734,FR,OLBIA (OLB),2026-05-01 08:10:00,2026-05-01 08:21:00,Wystartował 08:21,2026-05-02 19:55:57
2851,2026-05-01,LO 3904,LO,WARSZAWA (WAW),2026-05-01 08:50:00,2026-05-01 09:01:00,Wystartował 09:01,2026-05-02 19:55:57
2852,2026-05-01,AY 1162,AY,HELSINKI (HEL),2026-05-01 08:55:00,2026-05-01 08:41:00,Wystartował 08:41,2026-05-02 19:55:57
2853,2026-05-01,LG 5742,LG,LUKSEMBURG (LUX),2026-05-01 08:55:00,2026-05-01 08:52:00,Wystartował 08:52,2026-05-02 19:55:57
2854,2026-05-01,W4 2031,W4,RZYM FIUMICINO (FCO),2026-05-01 08:55:00,2026-05-01 09:22:00,Wystartował 09:22,2026-05-02 19:55:57
2855,2026-05-01,W6 2420,W6,BUDAPESZT (BUD),2026-05-01 08:55:00,2026-05-01 09:12:00,Wystartował 09:12,2026-05-02 19:55:57
2856,2026-05-01,D8 3806,D8,SZTOKHOLM ARLANDA (ARN),2026-05-01 09:10:00,2026-05-01 09:10:00,Wystartował 09:10,2026-05-02 19:55:57
2857,2026-05-01,JU 157,JU,BELGRAD (BEG),2026-05-01 09:10:00,2026-05-01 09:24:00,Wystartował 09:24,2026-05-02 19:55:57
2858,2026-05-01,LX 1371,LX,ZURYCH (ZRH),2026-05-01 09:30:00,2026-05-01 09:53:00,Wystartował 09:53,2026-05-02 19:55:57
2859,2026-05-01,TK 1272,TK,STAMBUŁ (IST),2026-05-01 09:30:00,2026-05-01 10:06:00,Wystartował 10:06,2026-05-02 19:55:57
2860,2026-05-01,EJU 7962,EJU,AMSTERDAM (AMS),2026-05-01 09:40:00,2026-05-01 09:51:00,Wystartował 09:51,2026-05-02 19:55:57
2861,2026-05-01,FR 5087,FR,PAFOS (PFO),2026-05-01 09:50:00,2026-05-01 11:35:00,Wystartował 11:35,2026-05-02 19:55:57
2862,2026-05-01,EJU 4668,EJU,PARYŻ (CDG),2026-05-01 10:00:00,2026-05-01 10:22:00,Wystartował 10:22,2026-05-02 19:55:57
2863,2026-05-01,FR 083,FR,RZYM CIAMPINO (CIA),2026-05-01 10:00:00,2026-05-01 10:02:00,Wystartował 10:02,2026-05-02 19:55:57
2864,2026-05-01,SK 1736,SK,KOPENHAGA (CPH),2026-05-01 10:05:00,2026-05-01 10:09:00,Wystartował 10:09,2026-05-02 19:55:57
2865,2026-05-01,FR 1902,FR,DUBLIN (DUB),2026-05-01 10:10:00,2026-05-01 10:43:00,Wystartował 10:43,2026-05-02 19:55:57
2866,2026-05-01,FR 1812,FR,LONDYN LUTON (LTN),2026-05-01 10:20:00,2026-05-01 10:36:00,Wystartował 10:36,2026-05-02 19:55:57
2867,2026-05-01,W6 2091,W6,LYON (LYS),2026-05-01 10:25:00,2026-05-01 10:29:00,Wystartował 10:29,2026-05-02 19:55:57
2868,2026-05-01,FR 2380,FR,PERUGIA (PEG),2026-05-01 10:30:00,2026-05-01 10:34:00,Wystartował 10:34,2026-05-02 19:55:57
2869,2026-05-01,LO 2141,LO,RZYM FIUMICINO (FCO),2026-05-01 10:40:00,2026-05-01 10:48:00,Wystartował 10:48,2026-05-02 19:55:57
2870,2026-05-01,EZY 8822,EZY,LONDYN GATWICK (LGW),2026-05-01 11:05:00,2026-05-01 11:08:00,Wystartował 11:08,2026-05-02 19:55:57
2871,2026-05-01,FR 2433,FR,LONDYN STANSTED (STN),2026-05-01 11:05:00,2026-05-01 11:42:00,Wystartował 11:42,2026-05-02 19:55:57
2872,2026-05-01,LH 1363,LH,FRANKFURT (FRA),2026-05-01 11:20:00,2026-05-01 11:24:00,Wystartował 11:24,2026-05-02 19:55:57
2873,2026-05-01,FR 2726,FR,CATANIA (CTA),2026-05-01 11:40:00,2026-05-01 11:45:00,Wystartował 11:45,2026-05-02 19:55:57
2874,2026-05-01,FR 7273,FR,ZADAR (ZAD),2026-05-01 11:45:00,2026-05-01 12:07:00,Wystartował 12:07,2026-05-02 19:55:57
2875,2026-05-01,KL 1324,KL,AMSTERDAM (AMS),2026-05-01 11:50:00,2026-05-01 11:52:00,Wystartował 11:52,2026-05-02 19:55:57
2876,2026-05-01,LO 2097,LO,CHICAGO (ORD),2026-05-01 11:55:00,2026-05-01 12:49:00,Wystartował 12:49,2026-05-02 19:55:57
2877,2026-05-01,LS 950,LS,MANCHESTER (MAN),2026-05-01 11:55:00,2026-05-01 12:36:00,Wystartował 12:36,2026-05-02 19:55:57
2878,2026-05-01,TOM 8187,TOM,LONDYN GATWICK (LGW),2026-05-01 12:00:00,2026-05-01 12:22:00,Wystartował 12:22,2026-05-02 19:55:57
2879,2026-05-01,FR 889,FR,MEDIOLAN BERGAMO (BGY),2026-05-01 12:05:00,2026-05-01 12:31:00,Wystartował 12:31,2026-05-02 19:55:57
2880,2026-05-01,LO 3908,LO,WARSZAWA (WAW),2026-05-01 12:10:00,2026-05-01 12:09:00,Wystartował 12:09,2026-05-02 19:55:57
2881,2026-05-01,FR 8208,FR,PARYŻ BEAUVAIS (BVA),2026-05-01 12:20:00,2026-05-01 12:24:00,Wystartował 12:24,2026-05-02 19:55:57
2882,2026-05-01,DY 1041,DY,OSLO GARDERMOEN (OSL),2026-05-01 12:25:00,2026-05-01 12:17:00,Wystartował 12:17,2026-05-02 19:55:57
2883,2026-05-01,W6 5178,W6,TIRANA (TIA),2026-05-01 12:25:00,2026-05-01 12:33:00,Wystartował 12:33,2026-05-02 19:55:57
2884,2026-05-01,W6 2033,W6,OSLO GARDERMOEN (OSL),2026-05-01 12:40:00,2026-05-01 12:53:00,Wystartował 12:53,2026-05-02 19:55:57
2885,2026-05-01,FR 7933,FR,PODGORICA (TGD),2026-05-01 12:45:00,2026-05-01 12:55:00,Wystartował 12:55,2026-05-02 19:55:57
2886,2026-05-01,LH 1365,LH,FRANKFURT (FRA),2026-05-01 12:50:00,2026-05-01 13:12:00,Wystartował 13:12,2026-05-02 19:55:57
2887,2026-05-01,DY 1029,DY,BERGEN (BGO),2026-05-01 13:00:00,2026-05-01 12:59:00,Wystartował 12:59,2026-05-02 19:55:57
2888,2026-05-01,W6 4454,W6,SOFIA (SOF),2026-05-01 13:05:00,2026-05-01 13:33:00,Wystartował 13:33,2026-05-02 19:55:57
2889,2026-05-01,FR 1466,FR,BIRMINGHAM (BHX),2026-05-01 13:25:00,2026-05-01 13:27:00,Wystartował 13:27,2026-05-02 19:55:57
2890,2026-05-01,FR 3716,FR,BURGAS (BOJ),2026-05-01 13:25:00,2026-05-01 15:37:00,Wystartował 15:37,2026-05-02 19:55:57
